"Approach" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_validation" "Specificity_validation" "Sensitivity_validation" "MCC_validation" "NbVarSelected" "NbVarInf" "VarSelected" "AIC" "coef_estimate" "std_estimate"
"490" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.85 0.848637739656912 0.851337958374628 0.69997569803154 0.8485 0.834719334719335 0.861271676300578 0.696467200055999 2 2 "x1;x2" 1350.42426095426 "2.85611675466566;-1.80333003166248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.13601915251331;0.10035320594182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"491" "SU" 0.92 1 0.333333333333333 0.552770798392567 0.77 0.765893037336024 0.774033696729435 0.539950494334529 0.761 0.745322245322245 0.775529865125241 0.521127736681309 1 1 "x1" 1909.98134622412 "1.93868799182254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0896450555957554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"492" "SVM-RFE" 0.72 0.681818181818182 1 0.452267016866645 0.8585 0.853683148335015 0.863230921704658 0.716976813338187 0.854 0.841995841995842 0.865125240847784 0.707495279505234 10 3 "Noise17;Noise20;Noise21;Noise3;Noise5;Noise8;Noise9;x1;x2;x3" 1289.87230954939 "3.03717682394814;-1.92447245383486;0.566448347536853;NA;NA;0.174517207813907;NA;0.0688542582935333;NA;NA;0.0732801295835151;0.0592227089140435;NA;NA;NA;NA;NA;NA;NA;-0.0438912022731935;NA;NA;-0.0956375113897665;-0.128987897014483;NA" "0.145783078487221;0.106728197416351;0.0741669381137158;NA;NA;0.0704558975720787;NA;0.0697257651833426;NA;NA;0.0712964306118905;0.0688692565316316;NA;NA;NA;NA;NA;NA;NA;0.0726192369950408;NA;NA;0.0692497853336044;0.0710332729300282;NA"
"493" "GAMMA_BACK" 1 1 1 1 0.8555 0.855701311806256 0.855302279484638 0.710987592954167 0.863 0.851351351351351 0.873795761078998 0.725530848165614 3 3 "x1;x2;x3" 1290.14174073938 "3.00676882392054;-1.8889698736797;0.557111378447158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144363493932756;0.10484388575887;0.0730468067561901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"494" "GAMMA_BF" 1 1 1 1 0.8555 0.855701311806256 0.855302279484638 0.710987592954167 0.863 0.851351351351351 0.873795761078998 0.725530848165614 3 3 "x1;x2;x3" 1290.14174073938 "3.00676882392054;-1.8889698736797;0.557111378447158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144363493932756;0.10484388575887;0.0730468067561901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"495" "GAMMA_FORW" 1 1 1 1 0.8555 0.855701311806256 0.855302279484638 0.710987592954167 0.863 0.851351351351351 0.873795761078998 0.725530848165614 3 3 "x1;x2;x3" 1290.14174073938 "3.00676882392054;-1.8889698736797;0.557111378447158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144363493932756;0.10484388575887;0.0730468067561901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"496" "GAMMA_HC" 1 1 1 1 0.8555 0.855701311806256 0.855302279484638 0.710987592954167 0.863 0.851351351351351 0.873795761078998 0.725530848165614 3 3 "x1;x2;x3" 1290.14174073938 "3.00676882392054;-1.8889698736797;0.557111378447158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144363493932756;0.10484388575887;0.0730468067561901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"497" "BASELINE" 0.12 0 1 0 0.8565 0.855102040816327 0.857843137254902 0.712905597076535 0.8495 0.839920948616601 0.859311740890688 0.699224647312011 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1337.02706162687 "2.89341324278497;-2.01609163813439;0.484990256908178;-0.0260070191694686;-0.0389790788775576;-0.0241650979974044;-0.0465006786345962;-0.0230290864339477;-0.000411166604456851;0.00404266922955609;0.0400067375792655;-0.00739559100988213;-0.13901841520657;-0.0197146603247974;0.050659981952931;0.0968195379876396;-0.0602545513744537;0.0526849611702393;-0.0534333246038075;0.170274054762351;-0.0348932020339042;-0.0469258866491045;0.0663954270670382;-0.0490402761773564;-0.0392724001619371" "0.140437609431638;0.109502555457686;0.0736955375041372;0.0697644206277626;0.0729588787301435;0.0697540950550775;0.0713279540970309;0.0678645249444897;0.0707628643572224;0.0716428523139805;0.0733118932106469;0.0708698886963992;0.0740352002666726;0.0713438671084047;0.0711919947307438;0.0722771344585611;0.0707036676807084;0.0699389159230527;0.0709850390366717;0.0731514242669157;0.0688617693029701;0.0673992574728387;0.0717453219603854;0.0684724249243024;0.0729372154194086"
"498" "BEST" 1 1 1 1 0.8495 0.848979591836735 0.85 0.698918414680971 0.8575 0.850790513833992 0.864372469635628 0.715120428942205 3 3 "x1;x2;x3" 1310.51703664878 "2.82540186997895;-1.98500641427009;0.481154804938509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.135993965537659;0.107436202563014;0.072236728658564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"499" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"500" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"501" "CONS" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"502" "IGR" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"503" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.755 0.75 0.759803921568627 0.509803921568627 0.7615 0.75 0.773279352226721 0.523317299570998 1 1 "x1" 1954.7204449472 "1.79151238578403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0839321737188109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"504" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"505" "RELIEF" 0.16 0.0454545454545455 1 0.0753778361444409 0.8565 0.855102040816327 0.857843137254902 0.712905597076535 0.8515 0.840909090909091 0.862348178137652 0.703266061193528 24 3 "Noise15;x2;x1;x3;Noise14;Noise3;Noise4;Noise20;Noise22;Noise19;Noise9;Noise8;Noise17;Noise6;Noise11;Noise12;Noise7;Noise10;Noise18;Noise13;Noise5;Noise16;Noise1;Noise21" 1335.3124605109 "2.89052383844049;-2.01620738082819;0.48226833777416;-0.0278489305845604;NA;-0.0245147166026848;-0.0460095029430187;-0.024373771472726;-0.00214894541480928;0.00459963843099896;0.0403981648739527;-0.00550780171309037;-0.137748632673529;-0.0201039568781624;0.0488354073913195;0.0997703918141556;-0.0603122186580005;0.0532507240119349;-0.0538292431106449;0.170963643496677;-0.0377090861962679;-0.0468968482148424;0.0660946276572902;-0.0503039270762822;-0.0388534419577876" "0.140263524567183;0.109489593346938;0.07350556375136;0.069656790330648;NA;0.0697580898295376;0.071327895487731;0.0678164455544245;0.070668437550923;0.0716342639291759;0.0733423830165439;0.070785935149826;0.0739332249274422;0.0713162885561358;0.0711247490772791;0.0720897694622506;0.0706943000511019;0.0699222702790086;0.0709932134616292;0.0730992985697071;0.0686637195657202;0.0674036717433041;0.0717349036093002;0.0683975768662963;0.0729555803230553"
"506" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"507" "SU" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.851020408163265 0.838235294117647 0.689118181911761 0.8445 0.839920948616601 0.84919028340081 0.689061958753466 2 2 "x1;x2" 1355.46288102459 "2.72790212284448;-1.90295804017683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.130850378560912;0.10350437379771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"508" "SVM-RFE" 0.8 0.772727272727273 1 0.538305421923955 0.86 0.858163265306122 0.861764705882353 0.7199006045388 0.8515 0.839920948616601 0.86336032388664 0.703309761227855 8 3 "Noise10;Noise13;Noise15;Noise17;Noise20;x1;x2;x3" 1307.97886508917 "2.86636968058429;-2.00131935321214;0.471543007785948;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.137353591828752;NA;NA;0.0955690667923545;NA;0.0564235142876835;NA;0.171929129422311;NA;NA;0.0625167262605955;NA;NA" "0.138509539456212;0.108341725075619;0.0724428856031298;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0735322476008328;NA;NA;0.0715580072928967;NA;0.0695450398541088;NA;0.0721656410065366;NA;NA;0.0706416518252281;NA;NA"
"509" "GAMMA_BACK" 0.72 0.681818181818182 1 0.452267016866645 0.8595 0.859183673469388 0.859803921568628 0.718924666711341 0.8505 0.838932806324111 0.862348178137652 0.701309392158121 10 3 "x1;x2;x3;Noise6;Noise10;Noise12;Noise13;Noise14;Noise17;Noise20" 1311.44793033679 "2.86541646699732;-2.00656504509233;0.47772650438902;NA;NA;NA;NA;NA;-0.00283477402125991;NA;NA;NA;-0.136342451040608;NA;0.0469991009429907;0.0970256738691986;-0.0624494478146871;NA;NA;0.171183725460672;NA;NA;0.0682353264639701;NA;NA" "0.138401508617399;0.108738720082102;0.0725730534773545;NA;NA;NA;NA;NA;0.0702279718045748;NA;NA;NA;0.07350513862167;NA;0.0706439597980256;0.0716994050051492;0.0702746600779845;NA;NA;0.0722490742425438;NA;NA;0.0707517503328227;NA;NA"
"510" "GAMMA_BF" 0.72 0.681818181818182 1 0.452267016866645 0.8595 0.859183673469388 0.859803921568628 0.718924666711341 0.8505 0.838932806324111 0.862348178137652 0.701309392158121 10 3 "x1;x2;x3;Noise6;Noise10;Noise12;Noise13;Noise14;Noise17;Noise20" 1311.44793033679 "2.86541646699732;-2.00656504509233;0.47772650438902;NA;NA;NA;NA;NA;-0.00283477402125991;NA;NA;NA;-0.136342451040608;NA;0.0469991009429907;0.0970256738691986;-0.0624494478146871;NA;NA;0.171183725460672;NA;NA;0.0682353264639701;NA;NA" "0.138401508617399;0.108738720082102;0.0725730534773545;NA;NA;NA;NA;NA;0.0702279718045748;NA;NA;NA;0.07350513862167;NA;0.0706439597980256;0.0716994050051492;0.0702746600779845;NA;NA;0.0722490742425438;NA;NA;0.0707517503328227;NA;NA"
"511" "GAMMA_FORW" 0.72 0.681818181818182 1 0.452267016866645 0.8595 0.859183673469388 0.859803921568628 0.718924666711341 0.8505 0.838932806324111 0.862348178137652 0.701309392158121 10 3 "x1;x2;x3;Noise6;Noise10;Noise12;Noise13;Noise14;Noise17;Noise20" 1311.44793033679 "2.86541646699732;-2.00656504509233;0.47772650438902;NA;NA;NA;NA;NA;-0.00283477402125991;NA;NA;NA;-0.136342451040608;NA;0.0469991009429907;0.0970256738691986;-0.0624494478146871;NA;NA;0.171183725460672;NA;NA;0.0682353264639701;NA;NA" "0.138401508617399;0.108738720082102;0.0725730534773545;NA;NA;NA;NA;NA;0.0702279718045748;NA;NA;NA;0.07350513862167;NA;0.0706439597980256;0.0716994050051492;0.0702746600779845;NA;NA;0.0722490742425438;NA;NA;0.0707517503328227;NA;NA"
"512" "GAMMA_HC" 0.72 0.681818181818182 1 0.452267016866645 0.8595 0.859183673469388 0.859803921568628 0.718924666711341 0.8505 0.838932806324111 0.862348178137652 0.701309392158121 10 3 "x1;x2;x3;Noise6;Noise10;Noise12;Noise13;Noise14;Noise17;Noise20" 1311.44793033679 "2.86541646699732;-2.00656504509233;0.47772650438902;NA;NA;NA;NA;NA;-0.00283477402125991;NA;NA;NA;-0.136342451040608;NA;0.0469991009429907;0.0970256738691986;-0.0624494478146871;NA;NA;0.171183725460672;NA;NA;0.0682353264639701;NA;NA" "0.138401508617399;0.108738720082102;0.0725730534773545;NA;NA;NA;NA;NA;0.0702279718045748;NA;NA;NA;0.07350513862167;NA;0.0706439597980256;0.0716994050051492;0.0702746600779845;NA;NA;0.0722490742425438;NA;NA;0.0707517503328227;NA;NA"
"513" "BASELINE" 0.12 0 1 0 0.861 0.854081632653061 0.867647058823529 0.721867358789744 0.853 0.843564356435644 0.862626262626263 0.706206157322116 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1322.89280577025 "2.98866354292731;-2.07749980079732;0.389324372225316;0.00116435571812608;-0.0646017144912945;0.0501785876790928;0.0126008848882377;0.034450648441652;0.0757141633927726;-0.0429769154770935;0.0195726201912649;0.0671156606704282;0.036974338235254;0.143943636692808;-0.00979853426322977;-0.0321889657351645;-0.076417119459719;0.0232530619966255;0.0629248861808634;-0.026813866145809;0.0215549288031583;-0.0510300407057161;-0.0158001780794477;0.126829814839398;-0.0626306511197773" "0.143620294244815;0.110142703327791;0.0706598802091673;0.0734502054117548;0.0737233517149987;0.0724714901657852;0.0710355427428403;0.0726115622896466;0.0687347169816263;0.0718754181492295;0.070865874450746;0.0730077232182884;0.0714821907950859;0.0735439698132592;0.07143119961632;0.0708809950433485;0.0706766160889138;0.0707531273918;0.0700970134324759;0.0720576943125996;0.071439874476028;0.0710766976066213;0.0690696433518447;0.0705668932188563;0.0702689573999397"
"514" "BEST" 1 1 1 1 0.8605 0.851020408163265 0.869607843137255 0.720876735538396 0.8535 0.83960396039604 0.867676767676768 0.707401362353466 3 3 "x1;x2;x3" 1293.52558433202 "2.94448667961014;-2.03947539904127;0.370615796162411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140462177795779;0.107066622963917;0.0699912669089634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"515" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"516" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"517" "CONS" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"518" "IGR" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"519" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.749 0.75 0.748039215686275 0.497955532712368 0.762 0.730693069306931 0.793939393939394 0.52549085117133 1 1 "x1" 1980.37270486125 "1.77785373171371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0830210595985273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"520" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"521" "RELIEF" 0.84 0.909090909090909 0.333333333333333 0.242424242424242 0.7515 0.753061224489796 0.75 0.502972925169286 0.7615 0.733663366336634 0.78989898989899 0.524218367332828 3 1 "x1;Noise12;Noise21" 1982.62888086569 "1.77902337234419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0153625888760098;NA;NA;NA;NA;NA;NA;NA;NA;0.0699596570726626;NA" "0.0830568538600202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0550452464372485;NA;NA;NA;NA;NA;NA;NA;NA;0.0545760033482628;NA"
"522" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"523" "SU" 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.851020408163265 0.851960784313725 0.702919665087045 0.849 0.832673267326733 0.865656565656566 0.698531059031629 2 2 "x1;x2" 1320.64600963239 "2.86575566207545;-1.9754950757866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136029987134426;0.104079259682426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"524" "SVM-RFE" 0.96 0.954545454545455 1 0.846114112226649 0.862 0.851020408163265 0.872549019607843 0.723893934762541 0.855 0.844554455445545 0.865656565656566 0.710245117095654 4 3 "Noise16;x1;x2;x3" 1294.75498971343 "2.94252273015184;-2.03511768977598;0.372500195602274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0607311781425668;NA;NA;NA;NA;NA;NA" "0.140304705475504;0.107022241925899;0.0700866633294661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0692369045757232;NA;NA;NA;NA;NA;NA"
"525" "GAMMA_BACK" 1 1 1 1 0.8605 0.851020408163265 0.869607843137255 0.720876735538396 0.8535 0.83960396039604 0.867676767676768 0.707401362353466 3 3 "x1;x2;x3" 1293.52558433202 "2.94448667961014;-2.03947539904127;0.370615796162411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140462177795779;0.107066622963917;0.0699912669089634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"526" "GAMMA_BF" 1 1 1 1 0.8605 0.851020408163265 0.869607843137255 0.720876735538396 0.8535 0.83960396039604 0.867676767676768 0.707401362353466 3 3 "x1;x2;x3" 1293.52558433202 "2.94448667961014;-2.03947539904127;0.370615796162411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140462177795779;0.107066622963917;0.0699912669089634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"527" "GAMMA_FORW" 1 1 1 1 0.8605 0.851020408163265 0.869607843137255 0.720876735538396 0.8535 0.83960396039604 0.867676767676768 0.707401362353466 3 3 "x1;x2;x3" 1293.52558433202 "2.94448667961014;-2.03947539904127;0.370615796162411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140462177795779;0.107066622963917;0.0699912669089634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"528" "GAMMA_HC" 1 1 1 1 0.8605 0.851020408163265 0.869607843137255 0.720876735538396 0.8535 0.83960396039604 0.867676767676768 0.707401362353466 3 3 "x1;x2;x3" 1293.52558433202 "2.94448667961014;-2.03947539904127;0.370615796162411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140462177795779;0.107066622963917;0.0699912669089634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"529" "BASELINE" 0.12 0 1 0 0.8605 0.860721442885772 0.860279441117764 0.720999802500317 0.861 0.859390363815143 0.862665310274669 0.721980570310701 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1275.4635335065 "3.09341591874274;-1.9914361118804;0.558734492448423;0.0305491414891085;-0.00600686486997824;-0.162408141213321;-0.0921128123089601;0.00787451472306775;0.0105258139772489;0.0360075942606517;-0.0578790309465747;-3.41261065254715e-06;0.013798014643893;-0.077376311317997;0.0832767971587481;0.0602579134717158;-0.0743564077410108;-0.0621738148722223;-0.019023330190267;0.00369646519802373;-0.0612205295025476;0.126975861235895;-0.0271831474352501;-0.0379963676028708;-0.0827474791936231" "0.149925373207239;0.110231305589089;0.0774929333869811;0.0737611316032731;0.0764888222736717;0.0730441228593257;0.0731365284079404;0.073767172525517;0.0718156640608079;0.0746607403017015;0.0701899517226111;0.0726161196943802;0.0712809657567302;0.0740450555615733;0.0723917659276253;0.0720493871228546;0.0710079915243575;0.0709727417700541;0.0735150845960356;0.0740567712201374;0.0738411474208413;0.072541329794566;0.0722638905445875;0.0724592854949887;0.0748286952185901"
